;Ferrovia;Linha;A;B;Extensão (km);x;AB;Instalada;Trens;Utilizada
1053;RMO;Bauru - Corumbá;JMV;JAC;15,886;;JMV - JAC;6,00662;0,36;0,059933873
1054;RMO;Bauru - Corumbá;JAC;JAO;21,563;;JAC - JAO;4,43173;0,36;0,081232386
1055;RMO;Bauru - Corumbá;JAO;JAZ;15,268;;JAO - JAZ;6,73289;0,36;0,053468867
1056;RMO;Bauru - Corumbá;JAZ;JFM;25,676;;JAZ - JFM;3,48963;0,36;0,103162799
1057;RMO;Bauru - Corumbá;JFM;JLZ;19,847;;JFM - JLZ;4,8548;0,36;0,074153415
1058;RMO;Bauru - Corumbá;JLZ;JMA;17;;JLZ - JMA;2,36485;0,36;0,152229528
1059;RMO;Bauru - Corumbá;JMA;JRO;15,705;;JMA - JRO;2,36485;0,36;0,152229528
1060;RMO;Bauru - Corumbá;JRO;JBL;25,492;;JRO - JBL;3,83941;0,36;0,093764407
1061;RMO;Bauru - Corumbá;JBL;JAL;21,308;;JBL - JAL;4,13955;0,36;0,086965975
1062;RMO;Bauru - Corumbá;JAL;JLI;23,249;;JAL - JLI;3,74841;0,36;0,096040721
1063;RMO;Bauru - Corumbá;JLI;JLR;25,799;;JLI - JLR;3,97084;0,36;0,090660918
1064;RMO;Bauru - Corumbá;JLR;JCG;20,3;;JLR - JCG;9,30073;0,36;0,038706639
1065;RMO;Bauru - Corumbá;JCG;JIB;23,3;;JCG - JIB;8,66406;0,36;0,041550959
1066;RMO;Bauru - Corumbá;JIB;JTR;14,617;;JIB - JTR;7,44431;0,36;0,048359082
1067;RMO;Bauru - Corumbá;JTR;JPI;18;;JTR - JPI;2,49604;0,36;0,144228458
1068;RMO;Bauru - Corumbá;JPI;JMO;22;;JPI - JMO;2,49604;0,36;0,144228458
1069;RMO;Bauru - Corumbá;JMO;JCH;9,67;;JMO - JCH;2,49604;0,36;0,144228458
1070;RMO;Bauru - Corumbá;JCH;JPL;20,396;;JCH - JPL;3,93877;0,36;0,091399092
1071;RMO;Bauru - Corumbá;JPL;JPR;15;;JPL - JPR;2,33277;0,36;0,154322972
1072;RMO;Bauru - Corumbá;JPR;JCA;14;;JPR - JCA;2,33277;0,36;0,154322972
1073;RMO;Bauru - Corumbá;JCA;JKU;14,074;;JCA - JKU;2,33277;0,36;0,154322972
1074;RMO;Bauru - Corumbá;JKU;JAN;4,091;;JKU - JAN;21,14063;0,36;0,017028821
1075;RMO;Bauru - Corumbá;JAN;JGL;17;;JAN - JGL;2,53791;0,36;0,141849002
1076;RMO;Bauru - Corumbá;JGL;JVT;22,378;;JGL - JVT;2,6063;0,36;0,138126846
1077;RMO;Bauru - Corumbá;JVT;JAG;21;;JVT - JAG;2,67342;0,36;0,134658976
1078;RMO;Bauru - Corumbá;JAG;JDE;9;;JAG - JDE;2,67342;0,36;0,134658976
1079;RMO;Bauru - Corumbá;JDE;JMN;8,763;;JDE - JMN;2,67342;0,36;0,134658976
1080;RMO;Bauru - Corumbá;JMN;JSB;15;;JMN - JSB;2,19069;0,36;0,164331786
1081;RMO;Bauru - Corumbá;JSB;JCJ;17;;JSB - JCJ;2,19069;0,36;0,164331786
1082;RMO;Bauru - Corumbá;JCJ;JGS;18,781;;JCJ - JGS;2,19069;0,36;0,164331786
1083;RMO;Bauru - Corumbá;JGS;JPA;20;;JGS - JPA;2,30328;0,36;0,156298843
1084;RMO;Bauru - Corumbá;JPA;JBQ;20,7;;JPA - JBQ;2,30328;0,36;0,156298843
1085;RMO;Bauru - Corumbá;JBQ;JCN;21,546;;JBQ - JCN;4,23235;0,36;0,085059128
1086;RMO;Bauru - Corumbá;JCN;JKE;33,424;;JCN - JKE;3,00719;0,36;0,119713088
1087;RMO;Bauru - Corumbá;JKE;JAB;23,594;;JKE - JAB;6,25173;3,5;0,559845035
1088;RMO;Bauru - Corumbá;JAB;JAM;18,581;;JAB - JAM;5,62959;3,5;0,621714903
1089;RMO;Bauru - Corumbá;JAM;JUR;20,302;;JAM - JUR;4,99991;0,36;0,072001296
1090;RMO;Bauru - Corumbá;JUR;JCB;21,158;;JUR - JCB;5,03147;2,5;0,496872683
1091;RMP;Contorno de Araraquara;ZOI;ZTO;11,36;;ZOI - ZTO;18,6793;13,6;0,728078675
1092;RMP;Araraquara - Ponte;ZAR;ZTO;7,026;;ZAR - ZTO;18,56752;13,6;0,732461847
1093;RMP;Araraquara - Ponte;ZTO;ZDZ;17,71;;ZTO - ZDZ;17,11911;13,6;0,794433823
1094;RMP;Araraquara - Ponte;ZDZ;ZZL;6,369;;ZDZ - ZZL;17,00186;13,6;0,79991248
1095;RMP;Araraquara - Ponte;ZZL;ZMA;11,726;;ZZL - ZMA;17,00186;13,6;0,79991248
1096;RMP;Araraquara - Ponte;ZMA;ZDG;11;;ZMA - ZDG;24,74025;13,6;0,549711503
1097;RMP;Araraquara - Ponte;ZDG;ZSH;5,269;;ZDG - ZSH;15,5878;13,6;0,872477194
1098;RMP;Araraquara - Ponte;ZSH;ZTQ;15,811;;ZSH - ZTQ;15,5878;13,6;0,872477194
1099;RMP;Araraquara - Ponte;ZTQ;ZCZ;15,864;;ZTQ - ZCZ;15,5878;13,6;0,872477194
1100;RMP;Araraquara - Ponte;ZCZ;ZFU;8;;ZCZ - ZFU;20,64354;13,6;0,658801737
1101;RMP;Araraquara - Ponte;ZFU;ZSD;16,189;;ZFU - ZSD;20,64354;13,6;0,658801737
1102;RMP;Araraquara - Ponte;ZSD;ZPN;12,926;;ZSD - ZPN;20,89845;13,4;0,641195878
1103;RMP;Araraquara - Ponte;ZPN;ZXB;1,795;;ZPN - ZXB;94,82363;13,4;0,141314987
1104;RMP;Araraquara - Ponte;ZXB;ZCV;10,531;;ZXB - ZCV;25,66687;13,4;0,522073786
1105;RMP;Araraquara - Ponte;ZCV;ZCT;13,484;;ZCV - ZCT;17,29404;13,4;0,774833411
1106;RMP;Araraquara - Ponte;ZCT;ZUC;17,266;;ZCT - ZUC;25,67277;13,4;0,521953806
1107;RMP;Araraquara - Ponte;ZUC;ZCG;11,346;;ZUC - ZCG;15,66871;13,4;0,855207608
1108;RMP;Araraquara - Ponte;ZCG;ZEH;7,985;;ZCG - ZEH;15,66871;13,4;0,855207608
1109;RMP;Araraquara - Ponte;ZEH;ZSP;10,533;;ZEH - ZSP;17,73614;13,4;0,755519521
1110;RMP;Araraquara - Ponte;ZSP;ZRU;4,456;;ZSP - ZRU;17,73614;13,4;0,755519521
1111;RMP;Araraquara - Ponte;ZRU;ZMO;5,007;;ZRU - ZMO;18,30976;13,1;0,715465413
1112;RMP;Araraquara - Ponte;ZMO;ZVU;24,3;;ZMO - ZVU;28,07294;13,1;0,466641542
1113;RMP;Araraquara - Ponte;ZVU;ZEB;5,699;;ZVU - ZEB;38,49146;13,1;0,340335233
1114;RMP;Araraquara - Ponte;ZEB;ZTM;4,449;;ZEB - ZTM;15,02181;13,1;0,87206535
1115;RMP;Araraquara - Ponte;ZTM;ZEC;20,37;;ZTM - ZEC;15,02181;13,1;0,87206535
1116;RMP;Araraquara - Ponte;ZEC;ZKY;14,524;;ZEC - ZKY;26,17816;13,1;0,500417142
1117;RMP;Araraquara - Ponte;ZKY;ZZM;14;;ZKY - ZZM;25,4679;13,1;0,514372995
1118;RMP;Araraquara - Ponte;ZZM;ZVP;10,479;;ZZM - ZVP;23,50141;13,1;0,557413364
1119;RMP;Araraquara - Ponte;ZVP;ZGI;16,377;;ZVP - ZGI;16,08522;13;0,80819535
1120;RMP;Araraquara - Ponte;ZGI;ZMR;9,89;;ZGI - ZMR;16,11549;13;0,806677302
1121;RMP;Araraquara - Ponte;ZMR;ZFN;10,479;;ZMR - ZFN;15,79723;13;0,822929083
1122;RMP;Araraquara - Ponte;ZFN;ZED;18,014;;ZFN - ZED;14,81855;12,8;0,863782219
1123;RMP;Araraquara - Ponte;ZED;ZJA;16,102;;ZED - ZJA;15,02181;12,8;0,852094388
1124;RMP;Araraquara - Ponte;ZJA;ZUR;12,495;;ZJA - ZUR;18,80192;12,8;0,680781537
1125;RMP;Araraquara - Ponte;ZUR;ZHL;5;;ZUR - ZHL;24,38381;12,8;0,524938474
1126;RMP;Araraquara - Ponte;ZHL;ZUE;10;;ZHL - ZUE;24,38381;12,8;0,524938474
1127;RMP;Araraquara - Ponte;ZUE;ZTF;12,862;;ZUE - ZTF;14,65716;12,8;0,873293326
1128;RMP;Araraquara - Ponte;ZTF;ZSF;7,202;;ZTF - ZSF;14,65716;12,8;0,873293326
1129;RMP;Araraquara - Ponte;ZSF;ZRW;12,446;;ZSF - ZRW;25,73784;12,8;0,497322231
1130;RMP;Araraquara - Ponte;ZRW;TMI;3;;ZRW - TMI;17,6744;12,8;0,724211289
1131;RMP;Evangelista de Souza - Pereque;ZEV;ZEZ;9,36;;ZEV - ZEZ;61,61182;25,9;0,420373883
1132;RMP;Evangelista de Souza - Pereque;ZEZ;ZXW;8,437;;ZEZ - ZXW;55,08;25,9;0,470225127
1133;RMP;Evangelista de Souza - Pereque;ZXW;ZWU;18,443;;ZXW - ZWU;68,11112;25,9;0,380260962
1134;RMP;Evangelista de Souza - Pereque;ZWU;ZPT;4,404;;ZWU - ZPT;55,13437;25,9;0,469761421
1135;RMP;Evangelista de Souza - Pereque;ZPT;ZGM;8,496;;ZPT - ZGM;54,99864;25,9;0,470920735
1136;RMP;Evangelista de Souza - Pereque;ZGM;ZZV;7;;ZGM - ZZV;60,08727;25,9;0,431039719
1137;RMP;Evangelista de Souza - Pereque;ZZV;ZPG;3,025;;ZZV - ZPG;50,9823;25,9;0,50801945
1138;RMP;Ramal Itirapina - Panorama;ZIQ;ZPO;8,63;;ZIQ - ZPO;6,8952;3,2;0,464090962
1139;RMP;Ramal Itirapina - Panorama;ZPO;ZFH;7,267;;ZPO - ZFH;6,8952;3,2;0,464090962
1140;RMP;Ramal Itirapina - Panorama;ZFH;ZWF;7,793;;ZFH - ZWF;17,73051;3,2;0,180479862
1141;RMP;Ramal Itirapina - Panorama;ZWF;ZBO;9,518;;ZWF - ZBO;10,9512;3,2;0,29220542
1142;RMP;Ramal Itirapina - Panorama;ZBO;ZEP;4,299;;ZBO - ZEP;33,84916;3,2;0,094537058
1143;RMP;Ramal Itirapina - Panorama;ZEP;ZFG;7,569;;ZEP - ZFG;15,5142;3,2;0,20626265
1144;RMP;Ramal Itirapina - Panorama;ZFG;ZTR;8,45;;ZFG - ZTR;12,69343;3,2;0,25209892
1145;RMP;Ramal Itirapina - Panorama;ZTR;ZTE;6,348;;ZTR - ZTE;20,6856;3,2;0,154696987
1146;RMP;Ramal Itirapina - Panorama;ZTE;ZVT;9,078;;ZTE - ZVT;19,259;3,2;0,166156083
1147;RMP;Ramal Itirapina - Panorama;ZVT;ZDK;8,943;;ZVT - ZDK;9,79844;3,2;0,326582599
1148;RMP;Ramal Itirapina - Panorama;ZDK;ZLF;7,429;;ZDK - ZLF;15,7327;3,2;0,203398018
1149;RMP;Ramal Itirapina - Panorama;ZLF;ZDH;8,72;;ZLF - ZDH;6,72905;3,2;0,47555004
1150;RMP;Ramal Itirapina - Panorama;ZDH;ZJU;7,363;;ZDH - ZJU;6,72905;3,2;0,47555004
1151;RMP;Ramal Itirapina - Panorama;ZJU;ZWM;9,153;;ZJU - ZWM;13,62222;3,2;0,234910316
1152;RMP;Ramal Itirapina - Panorama;ZWM;ZWY;6,973;;ZWM - ZWY;13,7904;3,2;0,232045481
1153;RMP;Ramal Itirapina - Panorama;ZWY;ZPD;10,705;;ZWY - ZPD;18,31184;3,2;0,174750325
1154;RMP;Ramal Itirapina - Panorama;ZPD;ZFJ;7,42;;ZPD - ZFJ;20,6856;0,3;0,014502843
1155;RMP;Ramal Itirapina - Panorama;ZFJ;ZGY;8,5;;ZFJ - ZGY;19,59688;0,3;0,015308559
1156;RMP;Ramal Itirapina - Panorama;ZGY;ZAY;11,7;;ZGY - ZAY;15,09489;0,3;0,019874275
1157;RMP;Ramal Itirapina - Panorama;ZAY;ZTP;6,319;;ZAY - ZTP;30,18979;0,3;0,009937134
1158;RMP;Ramal Itirapina - Panorama;ZTP;ZBU;3,447;;ZTP - ZBU;38,51801;0,3;0,007788564
1159;RMP;Itirapina - Colômbia;ZIQ;ZVI;9,13;;ZIQ - ZVI;28,10826;15,2;0,540766309
1160;RMP;Itirapina - Colômbia;ZVI;ZFR;11,825;;ZVI - ZFR;28,7744;15,2;0,528247331
1161;RMP;Itirapina - Colômbia;ZFR;ZSK;10,983;;ZFR - ZSK;26,93567;15,2;0,564307478
1162;RMP;Itirapina - Colômbia;ZSK;ZXH;11,292;;ZSK - ZXH;20,10045;15,2;0,756201976
1163;RMP;Itirapina - Colômbia;ZXH;ZTI;10,201;;ZXH - ZTI;24,74354;15,2;0,614301753
1164;RMP;Itirapina - Colômbia;ZTI;ZFQ;7,656;;ZTI - ZFQ;18,9615;15,2;0,801624344
1165;RMP;Itirapina - Colômbia;ZFQ;ZOI;8,84;;ZFQ - ZOI;18,9615;15,2;0,801624344
1166;RMP;Itirapina - Colômbia;ZOI;ZAR;9,467;;ZOI - ZAR;17,02778;15,2;0,892658937
1167;RMP;Itirapina - Colômbia;ZAR;ZAX;11,678;;ZAR - ZAX;10,15474;0,4;0,039390472
1168;RMP;Itirapina - Colômbia;ZAX;ZSL;5,603;;ZAX - ZSL;6,03795;0,4;0,06624765
1169;RMP;Itirapina - Colômbia;ZSL;ZTW;9,967;;ZSL - ZTW;6,03795;0,4;0,06624765
1170;RMP;Itirapina - Colômbia;ZTW;ZRI;4,746;;ZTW - ZRI;6,03795;0,4;0,06624765
1171;RMP;Itirapina - Colômbia;ZRI;ZGT;11,238;;ZRI - ZGT;9,38674;0,4;0,042613303
1172;RMP;Itirapina - Colômbia;ZGT;ZGK;9,507;;ZGT - ZGK;4,83559;0,4;0,082719999
1173;RMP;Itirapina - Colômbia;ZGK;ZXE;14,506;;ZGK - ZXE;4,83559;0,4;0,082719999
1174;RMP;Jundiai - Itirapina;ZJY;ZLV;14,493;;ZJY - ZLV;12,83933;1;0,077885684
1175;RMP;Jundiai - Itirapina;ZLV;ZVN;7,628;;ZLV - ZVN;12,83933;1;0,077885684
1176;RMP;Jundiai - Itirapina;ZVN;ZVH;7,682;;ZVN - ZVH;12,83933;1;0,077885684
1177;RMP;Jundiai - Itirapina;ZVH;ZSX;9,896;;ZVH - ZSX;5,97338;1;0,167409406
1178;RMP;Jundiai - Itirapina;ZSX;ZCP;3,543;;ZSX - ZCP;5,97338;1;0,167409406
1179;RMP;Jundiai - Itirapina;ZCP;Z51;6,958;;ZCP - Z51;34,90695;1;0,02864759
1180;RMP;Jundiai - Itirapina;Z51;ZBV;2,009;;Z51 - ZBV;34,90695;1;0,02864759
1181;RMP;Jundiai - Itirapina;ZBV;ZHO;9,596;;ZBV - ZHO;32,71887;18,2;0,556253929
1182;RMP;Jundiai - Itirapina;ZHO;ZSU;7,01;;ZHO - ZSU;37,50914;18,2;0,48521507
1183;RMP;Jundiai - Itirapina;ZSU;ZNO;6,008;;ZSU - ZNO;22,17634;18,2;0,820694488
1184;RMP;Jundiai - Itirapina;ZNO;ZRC;2,764;;ZNO - ZRC;22,17634;18,2;0,820694488
1185;RMP;Jundiai - Itirapina;ZRC;ZAC;3,572;;ZRC - ZAC;22,17634;18,2;0,820694488
1186;RMP;Jundiai - Itirapina;ZAC;ZTT;11,835;;ZAC - ZTT;23,0742;18,2;0,78875974
1187;RMP;Jundiai - Itirapina;ZTT;ZLI;11,665;;ZTT - ZLI;27,05309;18,2;0,672751246
1188;RMP;Jundiai - Itirapina;ZLI;ZCD;11,506;;ZLI - ZCD;21,89381;18,2;0,83128519
1189;RMP;Jundiai - Itirapina;ZCD;ZSQ;9,027;;ZCD - ZSQ;22,17634;18,2;0,820694488
1190;RMP;Jundiai - Itirapina;ZSQ;ZWX;2,137;;ZSQ - ZWX;22,17634;18,2;0,820694488
1191;RMP;Jundiai - Itirapina;ZWX;ZRX;3,759;;ZWX - ZRX;22,17634;18,2;0,820694488
1192;RMP;Jundiai - Itirapina;ZRX;ZRQ;7,056;;ZRX - ZRQ;26,11696;18,2;0,696865179
1193;RMP;Jundiai - Itirapina;ZRQ;ZQX;5,583;;ZRQ - ZQX;26,11696;18,2;0,696865179
1194;RMP;Jundiai - Itirapina;ZQX;ZOX;12,9;;ZQX - ZOX;28,50274;18,2;0,638535102
1195;RMP;Jundiai - Itirapina;ZOX;ZIQ;16,942;;ZOX - ZIQ;28,9384;18,2;0,628922124
1196;RMP;Alça Boa Vista Nova - Boa Vista Velha;ZBL;ZBV;1,3;;ZBL - ZBV;48,56619;1,2;0,024708547
1197;RMP;Alça de Campinas;ZBL;Z51;1,96;;ZBL - Z51;74,46816;1;0,013428558
1198;RMP;Alça Alumínio-Capricórnio;ZAL;ZPS;4,7;;ZAL - ZPS;7,7571;1,7;0,219154065
1199;RMP;Alça Canguera;ZMK;ZKE;6,7;;ZMK - ZKE;10,53794;0,6;0,056937124
1200;RMP;Alça Pantojo-Capricórnio;ZXY;ZPS;0,75;;ZXY - ZPS;33,84916;26,8;0,79174786
1201;RMP;Canguera - Boa Vista Nova;ZKE;ZGA;1,601;;ZKE - ZGA;42,1677;26,8;0,635557548
1202;RMP;Canguera - Boa Vista Nova;ZGA;ZPS;9,356;;ZGA - ZPS;39,00217;26,8;0,687141254
1203;RMP;Canguera - Boa Vista Nova;ZPS;ZCX;3,443;;ZPS - ZCX;106,89209;26,8;0,250720142
1204;RMP;Canguera - Boa Vista Nova;ZCX;ZER;5,522;;ZCX - ZER;72,72281;26,8;0,368522613
1205;RMP;Canguera - Boa Vista Nova;ZER;ZDI;7,307;;ZER - ZDI;93,63138;26,8;0,286228826
1206;RMP;Canguera - Boa Vista Nova;ZDI;ZDY;6,676;;ZDI - ZDY;72,43984;26,8;0,369962164
1207;RMP;Canguera - Boa Vista Nova;ZDY;ZXP;5,405;;ZDY - ZXP;54,35632;26,8;0,493042943
1208;RMP;Canguera - Boa Vista Nova;ZXP;ZFY;8,243;;ZXP - ZFY;57,51917;26,8;0,465931619
1209;RMP;Canguera - Boa Vista Nova;ZFY;ZYU;8,098;;ZFY - ZYU;65,70719;26,8;0,407870128
1210;RMP;Canguera - Boa Vista Nova;ZYU;ZST;8,684;;ZYU - ZST;38,4782;26,8;0,696498277
1211;RMP;Canguera - Boa Vista Nova;ZST;ZXI;5,831;;ZST - ZXI;55,6286;26,8;0,481766573
1212;RMP;Canguera - Boa Vista Nova;ZXI;ZIC;7;;ZXI - ZIC;63,86634;26,8;0,419626363
1213;RMP;Canguera - Boa Vista Nova;ZIC;ZVK;11,331;;ZIC - ZVK;63,86634;26,8;0,419626363
1214;RMP;Canguera - Boa Vista Nova;ZVK;ZDS;7,669;;ZVK - ZDS;74,41854;26,8;0,360125313
1215;RMP;Canguera - Boa Vista Nova;ZDS;ZQB;11,2;;ZDS - ZQB;60,08727;26,8;0,446017934
1216;RMP;Canguera - Boa Vista Nova;ZQB;ZBL;2,45;;ZQB - ZBL;26,57046;0;0
1217;RMP;Canguera - Evangenlista de Souza;ZKE;ZWW;15,409;;ZKE - ZWW;35,15966;25,9;0,73663966
1218;RMP;Canguera - Evangenlista de Souza;ZWW;ZKW;12,418;;ZWW - ZKW;57,78698;25,9;0,448197847
1219;RMP;Canguera - Evangenlista de Souza;ZKW;ZLU;8,395;;ZKW - ZLU;64,3446;25,9;0,40252018
1220;RMP;Canguera - Evangenlista de Souza;ZLU;ZWI;10,757;;ZLU - ZWI;68,90946;25,9;0,375855507
1221;RMP;Canguera - Evangenlista de Souza;ZWI;ZYQ;4,389;;ZWI - ZYQ;58,48284;25,9;0,44286495
1222;RMP;Canguera - Evangenlista de Souza;ZYQ;ZEM;9,661;;ZYQ - ZEM;55,32552;25,9;0,468138393
1223;RMP;Canguera - Evangenlista de Souza;ZEM;ZEJ;13,208;;ZEM - ZEJ;55,24344;25,9;0,468833947
1224;RMP;Canguera - Evangenlista de Souza;ZEJ;ZRB;2,821;;ZEJ - ZRB;58,39113;25,9;0,44356052
1225;RMP;Canguera - Evangenlista de Souza;ZRB;ZEV;9,397;;ZRB - ZEV;54,27708;25,9;0,47718116
1226;RMP;Alça de Viracópos;ZQB;ZBV;2,942;;ZQB - ZBV;77,40972;26,8;0,346209752
1227;RMP;Ramal de Rio Claro Velho;ZWX;ZRO;5,711;;ZWX - ZRO;29,39532;0;0
1228;RMS;Ramal de Bairro Oficinas;LCC;LOF;9;;LCC - LOF;25,3696;1;0,039417255
1229;RMS;Sub-Ramal de Rio Branco do Sul;LCO;LCH;12,769;;LCO - LCH;3,8828;2,9;0,746883692
1230;RMS;Sub-Ramal de Rio Branco do Sul;LCH;LTD;7,499;;LCH - LTD;8,99686;2,9;0,322334681
1231;RMS;Sub-Ramal de Rio Branco do Sul;LTD;LTR;7,381;;LTD - LTR;8,08082;2,9;0,358874471
1232;RMS;Sub-Ramal de Rio Branco do Sul;LTR;LIP;7,797;;LTR - LIP;8,98483;2,9;0,322766263
1233;RMS;Sub-Ramal de Rio Branco do Sul;LIP;LBR;7,863;;LIP - LBR;12,90345;2,9;0,224746095
1234;RMS;Paranaguá - Uvaranas;LDP;LID;4,324;;LDP - LID;25,06399;8,9;0,355091109
1235;RMS;Paranaguá - Uvaranas;LID;LAX;9,534;;LID - LAX;26,98585;8,9;0,329802471
1236;RMS;Paranaguá - Uvaranas;LAX;LSQ;7,821;;LAX - LSQ;33,84814;8,9;0,262939116
1237;RMS;Paranaguá - Uvaranas;LSQ;LMR;16,767;;LSQ - LMR;13,70044;8,9;0,649614173
1238;RMS;Paranaguá - Uvaranas;LMR;LOT;3,827;;LMR - LOT;46,47824;16,54;0,355865454
1239;RMS;Paranaguá - Uvaranas;LOT;LPC;6,17;;LOT - LPC;29,1847;16,54;0,56673531
1240;RMS;Paranaguá - Uvaranas;LPC;LEL;5,274;;LPC - LEL;34,93468;16,54;0,473455031
1241;RMS;Paranaguá - Uvaranas;LEL;LMY;3,948;;LEL - LMY;43,11966;16,54;0,38358373
1242;RMS;Paranaguá - Uvaranas;LMY;LVN;6,916;;LMY - LVN;21,90841;16,54;0,754961223
1243;RMS;Paranaguá - Uvaranas;LVN;LKS;3,107;;LVN - LKS;49,8136;16,54;0,332037837
1244;RMS;Paranaguá - Uvaranas;LKS;LBH;4,429;;LKS - LBH;41,93618;16,54;0,394408837
1245;RMS;Paranaguá - Uvaranas;LBH;LRN;6,182;;LBH - LRN;25,02508;16,54;0,660936948
1246;RMS;Paranaguá - Uvaranas;LRN;LPQ;6,876;;LRN - LPQ;26,00498;18,54;0,712940368
1247;RMS;Paranaguá - Uvaranas;LPQ;LUZ;5,374;;LPQ - LUZ;47,72593;16,54;0,346562131
1248;RMS;Paranaguá - Uvaranas;LUZ;LNH;9,375;;LUZ - LNH;26,74927;16,54;0,618334631
1249;RMS;Paranaguá - Uvaranas;LNH;LKP;1,462;;LNH - LKP;48,28748;16,54;0,342531853
1250;RMS;Paranaguá - Uvaranas;LKP;LKM;3,89;;LKP - LKM;48,28748;16,54;0,342531853
1251;RMS;Paranaguá - Uvaranas;LKM;LIC;6,472;;LKM - LIC;28,78021;16,54;0,574700463
1252;RMS;Paranaguá - Uvaranas;LIC;LAA;9,675;;LIC - LAA;24,3757;7,2;0,295376133
1253;RMS;Paranaguá - Uvaranas;LAA;LAW;3,565;;LAA - LAW;23,56674;7,2;0,305515315
1254;RMS;Paranaguá - Uvaranas;LAW;LAR;4,899;;LAW - LAR;26,416;8,1;0,306632344
1255;RMS;Paranaguá - Uvaranas;LAR;LAB;8,646;;LAR - LAB;17,05851;8,1;0,474836313
1256;RMS;Paranaguá - Uvaranas;LAB;LGI;10,667;;LAB - LGI;15,09213;8,1;0,536703567
1257;RMS;Paranaguá - Uvaranas;LGI;LBN;7,833;;LGI - LBN;18,64001;8,1;0,434549123
1258;RMS;Paranaguá - Uvaranas;LBN;LEB;11,025;;LBN - LEB;15,78151;8,1;0,513258871
1259;RMS;Paranaguá - Uvaranas;LEB;LOZ;9,779;;LEB - LOZ;15,03464;10,6;0,705038498
1260;RMS;Paranaguá - Uvaranas;LOZ;LWV;5,81;;LOZ - LWV;18,65765;10,6;0,568131571
1261;RMS;Paranaguá - Uvaranas;LWV;LMO;10,365;;LWV - LMO;15,65596;10,6;0,677058449
1262;RMS;Paranaguá - Uvaranas;LMO;LLP;13,005;;LMO - LLP;13,68644;10,6;0,774489202
1263;RMS;Paranaguá - Uvaranas;LLP;LLY;13,412;;LLP - LLY;13,45366;10,6;0,787889689
1264;RMS;Paranaguá - Uvaranas;LLY;LDV;9,715;;LLY - LDV;16,04619;10,6;0,660592951
1265;RMS;Paranaguá - Uvaranas;LDV;LVV;7,643;;LDV - LVV;24,92067;9,9;0,397260587
1266;RMS;Paranaguá - Uvaranas;LVV;LUS;9,95;;LVV - LUS;18,57536;9,9;0,532964099
1267;RMS;Desvio Ribas - Eng. Gutierrez;LDV;LCC;9,733;;LDV - LCC;15,90931;1,73;0,10874136
1268;RMS;Desvio Ribas - Eng. Gutierrez;LCC;LRR;24,415;;LCC - LRR;5,47223;1,73;0,316141683
1269;RMS;Desvio Ribas - Eng. Gutierrez;LRR;LER;11,438;;LRR - LER;5,47223;1,73;0,316141683
1270;RMS;Desvio Ribas - Eng. Gutierrez;LER;LGU;10,21;;LER - LGU;6,62652;1,73;0,261072177
1271;RMS;Desvio Ribas - Eng. Gutierrez;LGU;LTS;20,666;;LGU - LTS;5,83875;1,73;0,296296296
1272;RMS;Desvio Ribas - Eng. Gutierrez;LTS;LFP;16,281;;LTS - LFP;8,02869;1,73;0,215477245
1273;RMS;Desvio Ribas - Eng. Gutierrez;LFP;LFL;8;;LFP - LFL;7,43476;1,73;0,232690766
1274;RMS;Desvio Ribas - Eng. Gutierrez;LFL;LIT;9,147;;LFL - LIT;7,43476;1,73;0,232690766
1275;RMS;Desvio Ribas - Eng. Gutierrez;LIT;LGZ;8,667;;LIT - LGZ;15,56148;1,73;0,111171945
1276;RMS;Eng. Bley - Mafra;LEB;LLA;18,049;;LEB - LLA;9,88415;5,1;0,515977601
1277;RMS;Eng. Bley - Mafra;LLA;LLV;11;;LLA - LLV;10,61062;5,1;0,480650518
1278;RMS;Eng. Bley - Mafra;LLV;LVZ;10,231;;LLV - LVZ;10,61062;5,1;0,480650518
1279;RMS;Eng. Bley - Mafra;LVZ;LDR;11;;LVZ - LDR;9,33625;5,1;0,546257866
1280;RMS;Eng. Bley - Mafra;LDR;LRO;11,07;;LDR - LRO;9,33625;5,1;0,546257866
1281;RMS;Eng. Bley - Mafra;LRO;LRI;1,15;;LRO - LRI;17,65471;5,1;0,288874754
1282;RMS;Mafra - Francisco do Sul;LFC;LAY;23,057;;LFC - LAY;9,3574;3,5;0,374035523
1283;RMS;Mafra - Francisco do Sul;LAY;LJL;17,312;;LAY - LJL;15,11494;3,5;0,231558974
1284;RMS;Mafra - Francisco do Sul;LJL;LBA;26,559;;LJL - LBA;6,20609;3,5;0,563962173
1285;RMS;Mafra - Francisco do Sul;LBA;LJG;10,393;;LBA - LJG;8,56224;3,5;0,408771536
1286;RMS;Mafra - Francisco do Sul;LJG;LHS;18,466;;LJG - LHS;8,89517;3,5;0,393471963
1287;RMS;Mafra - Francisco do Sul;LHS;LNT;16,955;;LHS - LNT;12,6562;3,5;0,276544302
1288;RMS;Mafra - Francisco do Sul;LNT;LRV;19,334;;LNT - LRV;9,12067;3,5;0,383743738
1289;RMS;Mafra - Francisco do Sul;LRV;LSB;6,296;;LRV - LSB;6,02591;3,5;0,580825137
1290;RMS;Mafra - Francisco do Sul;LSB;LNO;16,28;;LSB - LNO;6,02591;3,5;0,580825137
